customer_id,activity_month,total_spend,transaction_count,rewards_redeemed_flag,customer_support_calls,late_payment_flag,card_type
CUST000008,2025-02-01,461.42,21,0,0,0,Green
CUST000008,2025-03-01,713.62,16,1,0,0,Green
CUST000008,2025-04-01,546.35,13,1,0,0,Green
CUST000008,2025-05-01,693.68,13,1,0,0,Green
CUST000008,2025-06-01,740.09,19,1,0,0,Green
CUST000008,2025-07-01,595.4,16,1,0,0,Green
CUST000008,2025-08-01,705.38,15,1,0,0,Green
CUST000008,2025-09-01,615.97,18,1,0,0,Green
CUST000008,2025-10-01,697.2,20,1,0,1,Green
CUST000008,2025-11-01,603.24,12,1,0,0,Green
CUST000008,2025-12-01,530.68,23,1,0,1,Green
CUST000009,2025-01-01,710.38,26,1,0,0,Green
CUST000009,2025-02-01,705.19,29,0,0,0,Green
CUST000009,2025-03-01,648.11,23,1,0,0,Green
CUST000009,2025-04-01,664.29,28,0,0,0,Green
CUST000009,2025-05-01,633.8,21,0,0,1,Green
CUST000009,2025-06-01,760.96,26,1,0,0,Green
CUST000009,2025-07-01,582.25,21,0,0,0,Green
CUST000009,2025-08-01,643.47,24,1,0,0,Green
CUST000009,2025-09-01,609.48,26,0,0,0,Green
CUST000009,2025-10-01,644.53,27,1,0,0,Green
CUST000009,2025-11-01,731.82,27,1,0,0,Green
CUST000009,2025-12-01,759.17,25,0,0,0,Green
CUST000010,2025-01-01,1003.07,31,1,0,0,Gold
CUST000010,2025-02-01,961.68,40,0,0,0,Gold
CUST000010,2025-03-01,1158.27,31,0,0,0,Gold
CUST000010,2025-04-01,1010.09,30,0,0,0,Gold
CUST000010,2025-05-01,817.1,29,0,0,0,Gold
CUST000010,2025-06-01,1060.14,33,0,0,0,Gold
CUST000010,2025-07-01,979.31,34,1,0,0,Gold
CUST000010,2025-08-01,997.65,24,0,0,0,Gold
CUST000010,2025-09-01,991.36,29,1,0,0,Gold
CUST000010,2025-10-01,814.9,38,1,0,0,Gold
CUST000010,2025-11-01,808.88,25,0,0,0,Gold
CUST000010,2025-12-01,877.66,33,1,0,0,Gold
CUST000011,2025-01-01,1078.46,15,1,0,0,Gold
CUST000011,2025-02-01,924.92,13,0,0,1,Gold
CUST000011,2025-03-01,881.0,20,0,0,0,Gold
CUST000011,2025-04-01,786.85,12,0,0,0,Gold
CUST000011,2025-05-01,921.32,18,1,0,0,Gold
CUST000011,2025-06-01,950.92,18,0,0,0,Gold
CUST000011,2025-07-01,1023.14,21,0,0,0,Gold
CUST000011,2025-08-01,1003.09,16,0,0,0,Gold
CUST000011,2025-09-01,1113.02,16,1,0,0,Gold
CUST000011,2025-10-01,710.35,13,0,0,0,Gold
CUST000011,2025-11-01,916.17,13,1,0,0,Gold
CUST000011,2025-12-01,956.95,16,0,0,1,Gold
CUST000012,2025-01-01,4080.41,12,0,0,0,Platinum
CUST000012,2025-02-01,3953.24,9,0,0,0,Platinum
CUST000012,2025-03-01,4822.3,12,1,0,0,Platinum
CUST000012,2025-04-01,4383.92,10,0,0,0,Platinum
CUST000012,2025-05-01,4042.15,7,0,0,0,Platinum
CUST000012,2025-06-01,2904.76,7,0,0,0,Platinum
CUST000012,2025-07-01,3613.43,11,0,0,0,Platinum
CUST000012,2025-08-01,3480.85,11,0,0,0,Platinum
CUST000012,2025-09-01,3160.61,11,0,0,0,Platinum
CUST000012,2025-10-01,4248.04,10,0,0,0,Platinum
CUST000012,2025-11-01,3325.04,9,1,0,0,Platinum
CUST000012,2025-12-01,3680.0,9,0,0,0,Platinum
CUST000013,2025-01-01,444.87,6,0,0,0,Green
CUST000013,2025-02-01,479.85,8,0,0,0,Green
CUST000013,2025-03-01,625.42,6,1,0,0,Green
CUST000013,2025-04-01,602.09,7,0,0,0,Green
CUST000013,2025-05-01,571.6,7,0,0,0,Green
CUST000013,2025-06-01,610.47,4,0,0,0,Green
CUST000013,2025-07-01,595.7,7,0,0,1,Green
CUST000013,2025-08-01,652.53,6,1,0,0,Green
CUST000013,2025-09-01,552.91,8,0,0,0,Green
CUST000013,2025-10-01,601.93,7,1,0,0,Green
CUST000013,2025-11-01,555.56,8,1,0,0,Green
CUST000013,2025-12-01,570.76,8,0,0,0,Green
CUST000014,2025-01-01,360.99,13,1,0,0,Green
CUST000014,2025-02-01,330.44,16,1,0,0,Green
CUST000014,2025-03-01,441.28,8,0,0,0,Green
CUST000014,2025-04-01,255.33,12,1,0,0,Green
CUST000014,2025-05-01,391.25,11,0,0,0,Green
CUST000014,2025-06-01,295.84,16,1,0,0,Green
CUST000014,2025-07-01,457.16,16,1,0,0,Green
CUST000014,2025-08-01,393.57,11,1,0,0,Green
CUST000014,2025-09-01,384.18,16,1,0,0,Green
CUST000014,2025-10-01,348.51,10,0,0,0,Green
CUST000014,2025-11-01,334.98,13,1,0,0,Green
CUST000014,2025-12-01,346.91,13,0,0,0,Green
CUST000015,2025-01-01,355.0,18,0,0,0,Green
CUST000015,2025-02-01,372.98,17,1,0,0,Green
CUST000015,2025-03-01,291.78,23,1,0,0,Green
CUST000015,2025-04-01,375.83,19,0,0,0,Green
CUST000015,2025-05-01,366.28,12,0,0,0,Green
CUST000015,2025-06-01,336.82,22,0,0,0,Green
CUST000015,2025-07-01,291.25,21,0,0,0,Green
CUST000015,2025-08-01,368.13,16,1,0,0,Green
CUST000015,2025-09-01,330.12,18,1,0,0,Green
CUST000015,2025-10-01,377.59,18,0,0,0,Green
CUST000015,2025-11-01,358.55,18,0,0,0,Green
CUST000015,2025-12-01,300.46,16,0,0,0,Green
CUST000016,2025-01-01,2825.45,29,1,1,0,Platinum
CUST000016,2025-02-01,2350.71,27,0,0,0,Platinum
CUST000016,2025-03-01,2041.25,29,0,1,0,Platinum
CUST000016,2025-04-01,2531.68,25,0,1,0,Platinum
CUST000016,2025-05-01,2276.02,30,0,0,0,Platinum
CUST000016,2025-06-01,2713.89,35,0,2,1,Platinum
CUST000016,2025-07-01,2895.11,29,0,1,0,Platinum
CUST000016,2025-08-01,2370.75,24,1,5,0,Platinum
CUST000016,2025-09-01,2795.54,27,0,1,0,Platinum
CUST000016,2025-10-01,2495.19,25,0,0,0,Platinum
CUST000016,2025-11-01,2601.4,31,1,1,0,Platinum
CUST000016,2025-12-01,2453.55,31,1,2,0,Platinum
CUST000017,2025-01-01,297.24,21,0,0,0,Green
CUST000017,2025-02-01,307.15,20,1,0,0,Green
CUST000017,2025-03-01,355.3,19,1,0,0,Green
CUST000017,2025-04-01,365.84,22,0,0,0,Green
CUST000017,2025-05-01,368.47,18,1,0,0,Green
CUST000017,2025-06-01,372.41,18,1,0,0,Green
CUST000017,2025-07-01,352.8,19,1,0,0,Green
CUST000017,2025-08-01,318.33,20,1,0,0,Green
CUST000017,2025-09-01,326.59,19,1,0,0,Green
CUST000017,2025-10-01,338.53,20,1,0,0,Green
CUST000017,2025-11-01,414.95,20,1,0,0,Green
CUST000017,2025-12-01,336.64,19,1,0,0,Green
CUST000018,2025-01-01,1924.51,38,1,0,0,Gold
CUST000018,2025-02-01,1780.22,28,0,0,0,Gold
CUST000018,2025-03-01,1862.06,32,1,0,0,Gold
CUST000018,2025-04-01,1830.67,26,0,0,0,Gold
CUST000018,2025-05-01,1767.31,21,1,0,0,Gold
CUST000018,2025-06-01,1408.88,19,1,0,1,Gold
CUST000018,2025-07-01,887.91,14,1,0,0,Gold
CUST000018,2025-08-01,370.3,8,1,1,0,Gold
CUST000018,2025-09-01,304.51,2,0,0,0,Gold
CUST000019,2025-01-01,5346.29,30,1,2,0,Platinum
CUST000019,2025-02-01,5631.17,22,1,0,0,Platinum
CUST000019,2025-03-01,5564.0,34,1,2,0,Platinum
CUST000019,2025-04-01,4801.93,31,1,0,0,Platinum
CUST000019,2025-05-01,3813.29,29,1,0,0,Platinum
CUST000019,2025-06-01,5152.26,28,1,0,0,Platinum
CUST000019,2025-07-01,4354.78,21,1,0,0,Platinum
CUST000019,2025-08-01,4972.66,32,1,0,0,Platinum
CUST000019,2025-09-01,4686.69,26,1,0,0,Platinum
CUST000019,2025-10-01,4178.99,31,0,2,0,Platinum
CUST000019,2025-11-01,5297.59,27,0,1,0,Platinum
CUST000019,2025-12-01,4548.88,33,1,2,0,Platinum
CUST000020,2025-01-01,797.54,8,0,0,0,Green
CUST000020,2025-02-01,822.48,9,1,0,0,Green
CUST000020,2025-03-01,653.27,9,1,0,0,Green
CUST000020,2025-04-01,538.5,7,0,0,0,Green
CUST000020,2025-05-01,812.66,8,0,0,0,Green
CUST000020,2025-06-01,726.38,8,0,0,0,Green
CUST000020,2025-07-01,676.4,6,1,0,0,Green
CUST000020,2025-08-01,845.99,8,0,0,1,Green
CUST000020,2025-09-01,710.35,6,0,0,0,Green
CUST000020,2025-10-01,660.21,8,1,0,0,Green
CUST000020,2025-11-01,452.4,9,0,0,0,Green
CUST000020,2025-12-01,684.0,8,0,0,0,Green
CUST000021,2025-01-01,2458.17,14,0,0,0,Gold
CUST000021,2025-02-01,1890.69,17,1,0,0,Gold
CUST000021,2025-03-01,2136.42,15,0,0,0,Gold
CUST000021,2025-04-01,2732.85,10,0,0,1,Gold
CUST000021,2025-05-01,2467.58,17,1,0,0,Gold
CUST000021,2025-06-01,2563.58,14,0,0,0,Gold
CUST000021,2025-07-01,2626.59,11,0,0,0,Gold
CUST000021,2025-08-01,2463.5,14,0,0,0,Gold
CUST000021,2025-09-01,2580.1,15,1,0,0,Gold
CUST000021,2025-10-01,2483.95,10,0,0,0,Gold
CUST000021,2025-11-01,2336.0,15,0,0,0,Gold
CUST000021,2025-12-01,2278.42,17,1,0,0,Gold
CUST000022,2025-01-01,5869.92,17,1,0,0,Platinum
CUST000022,2025-02-01,4674.18,16,0,1,0,Platinum
CUST000022,2025-03-01,5231.03,13,1,2,0,Platinum
CUST000022,2025-04-01,4601.61,20,1,0,0,Platinum
CUST000022,2025-05-01,5535.08,15,1,0,0,Platinum
CUST000022,2025-06-01,4725.05,16,1,0,0,Platinum
CUST000022,2025-07-01,4571.24,19,1,2,0,Platinum
CUST000022,2025-08-01,4215.41,14,1,1,0,Platinum
CUST000022,2025-09-01,5580.56,17,1,2,0,Platinum
CUST000022,2025-10-01,5647.4,13,1,1,0,Platinum
CUST000022,2025-11-01,4979.22,12,1,2,0,Platinum
CUST000022,2025-12-01,4060.6,17,0,2,1,Platinum
CUST000023,2025-01-01,503.27,21,1,0,0,Green
CUST000023,2025-02-01,568.26,19,1,0,0,Green
CUST000023,2025-03-01,556.06,23,0,0,0,Green
CUST000023,2025-04-01,595.73,21,0,0,0,Green
CUST000023,2025-05-01,572.93,22,1,0,0,Green
CUST000023,2025-06-01,569.66,27,0,0,0,Green
CUST000023,2025-07-01,519.64,21,0,0,0,Green
CUST000023,2025-08-01,469.04,28,0,0,0,Green
CUST000023,2025-09-01,586.86,24,0,0,0,Green
CUST000023,2025-10-01,537.2,22,0,0,0,Green
CUST000023,2025-11-01,568.72,24,1,0,0,Green
CUST000023,2025-12-01,612.8,28,1,0,0,Green
CUST000024,2025-01-01,1570.86,13,1,0,0,Gold
CUST000024,2025-02-01,1537.36,17,0,0,0,Gold
CUST000024,2025-03-01,1566.99,12,1,0,0,Gold
CUST000024,2025-04-01,1654.49,14,1,0,0,Gold
CUST000024,2025-05-01,1346.31,13,1,0,0,Gold
CUST000024,2025-06-01,1480.26,15,1,0,0,Gold
CUST000024,2025-07-01,1565.37,16,1,0,0,Gold
CUST000024,2025-08-01,1535.93,12,1,0,0,Gold
CUST000024,2025-09-01,1873.15,12,1,0,0,Gold
CUST000024,2025-10-01,1463.63,12,0,0,0,Gold
CUST000024,2025-11-01,1649.14,18,0,0,0,Gold
CUST000024,2025-12-01,1597.76,15,1,0,0,Gold
CUST000025,2025-01-01,5267.78,17,1,0,0,Platinum
CUST000025,2025-02-01,6723.75,14,1,0,0,Platinum
CUST000025,2025-03-01,5411.59,16,1,0,0,Platinum
CUST000025,2025-04-01,5006.73,12,1,0,0,Platinum
CUST000025,2025-05-01,4994.12,15,1,0,0,Platinum
CUST000025,2025-06-01,4103.34,14,1,0,0,Platinum
CUST000025,2025-07-01,5953.35,15,1,0,0,Platinum
CUST000025,2025-08-01,6403.59,18,1,0,0,Platinum
CUST000025,2025-09-01,6251.73,11,1,0,1,Platinum
CUST000025,2025-10-01,5754.94,16,1,0,0,Platinum
CUST000025,2025-11-01,6045.92,16,0,0,0,Platinum
CUST000025,2025-12-01,6588.55,13,1,0,0,Platinum
CUST000026,2025-01-01,326.83,22,0,0,0,Green
CUST000026,2025-02-01,415.07,21,1,0,0,Green
CUST000026,2025-03-01,494.85,21,1,0,0,Green
CUST000026,2025-04-01,395.04,17,0,0,0,Green
CUST000026,2025-05-01,418.95,22,0,0,0,Green
CUST000026,2025-06-01,365.84,11,1,0,0,Green
CUST000026,2025-07-01,424.61,16,0,0,0,Green
CUST000026,2025-08-01,419.88,16,0,0,0,Green
CUST000026,2025-09-01,431.8,13,0,0,0,Green
CUST000026,2025-10-01,384.41,19,0,0,1,Green
CUST000026,2025-11-01,358.13,17,0,0,0,Green
CUST000026,2025-12-01,307.04,18,1,0,0,Green
CUST000027,2025-01-01,966.43,11,0,1,0,Gold
CUST000027,2025-02-01,905.02,9,0,0,0,Gold
CUST000027,2025-03-01,976.88,8,0,0,0,Gold
CUST000027,2025-04-01,882.99,8,1,0,0,Gold
CUST000027,2025-05-01,962.48,8,0,1,0,Gold
CUST000027,2025-06-01,865.32,9,0,0,0,Gold
CUST000027,2025-07-01,753.95,7,0,0,0,Gold
CUST000027,2025-08-01,544.88,4,1,0,1,Gold
CUST000027,2025-09-01,317.2,2,0,2,0,Gold
CUST000027,2025-10-01,103.28,1,1,1,1,Gold
CUST000028,2025-01-01,1270.33,21,0,0,0,Gold
CUST000028,2025-02-01,1300.75,17,0,0,0,Gold
CUST000028,2025-03-01,1379.88,23,1,0,0,Gold
CUST000028,2025-04-01,1152.91,16,0,0,0,Gold
CUST000028,2025-05-01,1328.31,18,1,0,0,Gold
CUST000028,2025-06-01,1199.86,20,0,0,0,Gold
CUST000028,2025-07-01,1198.94,27,1,0,0,Gold
CUST000028,2025-08-01,977.29,15,1,0,0,Gold
CUST000028,2025-09-01,1145.64,16,0,0,0,Gold
CUST000028,2025-10-01,1283.61,23,0,0,0,Gold
CUST000028,2025-11-01,1333.39,18,1,0,0,Gold
CUST000028,2025-12-01,1083.53,19,1,0,0,Gold
CUST000029,2025-01-01,1018.46,16,0,0,0,Gold
CUST000029,2025-02-01,851.76,12,1,0,1,Gold
CUST000029,2025-03-01,775.96,14,1,0,0,Gold
CUST000029,2025-04-01,974.51,14,1,0,0,Gold
CUST000029,2025-05-01,882.06,11,1,0,0,Gold
CUST000029,2025-06-01,907.27,14,1,0,1,Gold
CUST000029,2025-07-01,1073.59,14,1,0,0,Gold
CUST000029,2025-08-01,930.88,12,1,0,0,Gold
CUST000029,2025-09-01,761.84,12,1,0,0,Gold
CUST000029,2025-10-01,901.82,17,0,0,0,Gold
CUST000029,2025-11-01,989.36,11,1,0,0,Gold
CUST000029,2025-12-01,821.72,13,1,0,0,Gold
CUST000030,2025-01-01,990.01,26,0,0,0,Gold
CUST000030,2025-02-01,725.32,20,1,0,0,Gold
CUST000030,2025-03-01,1156.35,24,1,0,0,Gold
CUST000030,2025-04-01,825.13,25,0,0,0,Gold
CUST000030,2025-05-01,849.16,12,0,0,0,Gold
CUST000030,2025-06-01,693.77,12,0,2,0,Gold
CUST000030,2025-07-01,354.42,6,0,1,0,Gold
CUST000030,2025-08-01,176.94,3,1,0,0,Gold
CUST000031,2025-01-01,740.7,18,0,1,0,Green
CUST000031,2025-02-01,907.08,14,0,0,0,Green
CUST000031,2025-03-01,807.89,15,0,1,0,Green
CUST000031,2025-04-01,845.82,14,0,1,0,Green
CUST000031,2025-05-01,906.96,14,0,1,0,Green
CUST000031,2025-06-01,776.34,15,0,0,0,Green
CUST000031,2025-07-01,654.04,15,1,1,0,Green
CUST000031,2025-08-01,785.59,17,0,1,0,Green
CUST000031,2025-09-01,1018.09,14,0,1,0,Green
CUST000031,2025-10-01,875.67,18,1,0,0,Green
CUST000031,2025-11-01,854.98,13,1,1,0,Green
CUST000031,2025-12-01,882.57,13,0,1,0,Green
CUST000032,2025-01-01,2055.59,23,1,3,0,Gold
CUST000032,2025-02-01,1984.49,29,1,0,0,Gold
CUST000032,2025-03-01,1816.34,30,1,1,0,Gold
CUST000032,2025-04-01,2670.16,23,1,2,0,Gold
CUST000032,2025-05-01,2170.67,24,1,1,0,Gold
CUST000032,2025-06-01,2840.26,28,1,2,0,Gold
CUST000032,2025-07-01,2060.46,25,1,1,0,Gold
CUST000032,2025-08-01,2205.11,30,0,0,0,Gold
CUST000032,2025-09-01,2474.94,31,1,2,0,Gold
CUST000032,2025-10-01,2158.01,21,1,1,0,Gold
CUST000032,2025-11-01,1675.5,27,1,1,0,Gold
CUST000032,2025-12-01,2565.14,31,0,1,0,Gold
CUST000033,2025-01-01,659.2,26,1,0,0,Green
CUST000033,2025-02-01,732.11,23,0,0,0,Green
CUST000033,2025-03-01,788.63,26,1,0,0,Green
CUST000033,2025-04-01,783.23,25,0,0,0,Green
CUST000033,2025-05-01,774.51,18,1,0,0,Green
CUST000033,2025-06-01,704.22,21,1,0,0,Green
CUST000033,2025-07-01,662.16,31,1,0,0,Green
CUST000033,2025-08-01,773.12,21,1,0,0,Green
CUST000033,2025-09-01,740.98,29,1,0,0,Green
CUST000033,2025-10-01,795.69,27,1,0,0,Green
CUST000033,2025-11-01,753.07,19,1,0,0,Green
CUST000033,2025-12-01,946.06,26,1,0,0,Green
CUST000034,2025-01-01,1078.94,19,1,0,0,Gold
CUST000034,2025-02-01,1256.31,18,1,0,0,Gold
CUST000034,2025-03-01,1036.7,15,1,0,0,Gold
CUST000034,2025-04-01,1253.97,20,1,0,0,Gold
CUST000034,2025-05-01,1485.58,11,1,0,0,Gold
CUST000034,2025-06-01,940.24,19,1,0,0,Gold
CUST000034,2025-07-01,1136.75,16,1,0,0,Gold
CUST000034,2025-08-01,1260.36,15,1,0,0,Gold
CUST000034,2025-09-01,1007.76,12,1,0,0,Gold
CUST000034,2025-10-01,1060.37,14,1,0,1,Gold
CUST000034,2025-11-01,1194.55,15,1,0,0,Gold
CUST000034,2025-12-01,1150.58,18,0,0,0,Gold
CUST000035,2025-01-01,859.6,22,1,0,0,Green
CUST000035,2025-02-01,727.95,28,1,0,0,Green
CUST000035,2025-03-01,978.15,25,0,0,0,Green
CUST000035,2025-04-01,808.68,23,0,0,0,Green
CUST000035,2025-05-01,786.25,18,1,0,0,Green
CUST000035,2025-06-01,709.9,21,0,0,0,Green
CUST000035,2025-07-01,928.95,21,1,0,0,Green
CUST000035,2025-08-01,714.94,21,0,0,0,Green
CUST000035,2025-09-01,415.73,14,0,0,0,Green
CUST000035,2025-10-01,268.54,9,0,2,0,Green
CUST000035,2025-11-01,121.59,3,0,0,0,Green
CUST000036,2025-01-01,5587.22,29,0,0,0,Platinum
CUST000036,2025-02-01,4671.4,38,0,0,0,Platinum
CUST000036,2025-03-01,4015.58,28,1,0,0,Platinum
CUST000036,2025-04-01,4554.92,27,0,0,0,Platinum
CUST000036,2025-05-01,5379.86,29,1,0,0,Platinum
CUST000036,2025-06-01,4362.78,36,1,0,0,Platinum
CUST000036,2025-07-01,5004.48,31,1,0,0,Platinum
CUST000036,2025-08-01,5878.75,25,1,0,0,Platinum
CUST000036,2025-09-01,4638.12,34,1,0,0,Platinum
CUST000036,2025-10-01,6013.71,32,1,0,0,Platinum
CUST000036,2025-11-01,5283.72,39,1,0,0,Platinum
CUST000036,2025-12-01,5926.57,31,1,0,0,Platinum
CUST000037,2025-01-01,2166.46,38,1,0,0,Gold
CUST000037,2025-02-01,2443.3,33,1,0,0,Gold
CUST000037,2025-03-01,2389.75,21,1,0,0,Gold
CUST000037,2025-04-01,2171.76,31,1,0,0,Gold
CUST000037,2025-05-01,2610.36,33,1,0,0,Gold
CUST000037,2025-06-01,2504.7,34,1,0,0,Gold
CUST000037,2025-07-01,2532.51,37,1,0,0,Gold
CUST000037,2025-08-01,2354.92,34,1,0,0,Gold
CUST000037,2025-09-01,2228.24,33,1,0,0,Gold
CUST000037,2025-10-01,2443.55,40,1,0,1,Gold
CUST000037,2025-11-01,2034.82,42,1,0,0,Gold
CUST000037,2025-12-01,2574.58,37,0,0,1,Gold
CUST000038,2025-01-01,753.6,31,1,0,0,Green
CUST000038,2025-02-01,821.2,32,1,0,0,Green
CUST000038,2025-03-01,945.64,30,1,0,0,Green
CUST000038,2025-04-01,670.37,28,1,0,0,Green
CUST000038,2025-05-01,859.67,39,1,0,0,Green
CUST000038,2025-06-01,676.87,25,1,0,0,Green
CUST000038,2025-07-01,441.95,17,1,0,0,Green
CUST000038,2025-08-01,241.72,13,0,1,1,Green
CUST000038,2025-09-01,122.3,5,0,2,1,Green
CUST000039,2025-01-01,967.59,13,1,0,0,Gold
CUST000039,2025-02-01,746.43,9,1,0,0,Gold
CUST000039,2025-03-01,907.28,9,1,0,0,Gold
CUST000039,2025-04-01,820.41,12,1,0,0,Gold
CUST000039,2025-05-01,828.12,12,1,0,0,Gold
CUST000039,2025-06-01,891.18,12,0,0,0,Gold
CUST000039,2025-07-01,875.64,11,1,0,0,Gold
CUST000039,2025-08-01,920.86,10,1,0,0,Gold
CUST000039,2025-09-01,932.39,12,1,0,0,Gold
CUST000039,2025-10-01,945.02,14,1,0,0,Gold
CUST000039,2025-11-01,933.26,13,1,0,0,Gold
CUST000039,2025-12-01,808.27,12,1,0,0,Gold
CUST000040,2025-01-01,584.91,9,1,0,0,Green
CUST000040,2025-02-01,576.89,6,1,0,0,Green
CUST000040,2025-03-01,619.01,9,1,0,0,Green
CUST000040,2025-04-01,658.63,7,1,0,0,Green
CUST000040,2025-05-01,543.28,7,1,0,0,Green
CUST000040,2025-06-01,500.07,8,1,0,0,Green
CUST000040,2025-07-01,470.41,6,1,0,0,Green
CUST000040,2025-08-01,559.58,11,1,0,0,Green
CUST000040,2025-09-01,394.73,7,1,0,0,Green
CUST000040,2025-10-01,465.53,10,1,0,0,Green
CUST000040,2025-11-01,606.35,7,1,0,0,Green
CUST000040,2025-12-01,512.2,6,0,0,0,Green
CUST000041,2025-01-01,1252.78,28,1,0,1,Gold
CUST000041,2025-02-01,1262.53,16,1,0,0,Gold
CUST000041,2025-03-01,1293.18,19,1,0,1,Gold
CUST000041,2025-04-01,1337.33,23,1,0,0,Gold
CUST000041,2025-05-01,1264.22,22,1,0,0,Gold
CUST000041,2025-06-01,1281.83,22,1,0,0,Gold
CUST000041,2025-07-01,994.77,25,1,0,0,Gold
