customer_id,is_churned,churn_month
CUST000150,0,
CUST000151,0,
CUST000152,0,
CUST000153,0,
CUST000154,0,
CUST000155,0,
CUST000156,0,
CUST000157,0,
CUST000158,0,
CUST000159,1,2025-06-01
CUST000160,1,2025-10-01
CUST000161,0,
CUST000162,0,
CUST000163,1,2025-03-01
CUST000164,0,
CUST000165,0,
CUST000166,0,
CUST000167,0,
CUST000168,0,
CUST000169,0,
CUST000170,1,2025-06-01
CUST000171,0,
CUST000172,0,
CUST000173,0,
CUST000174,0,
CUST000175,0,
CUST000176,0,
CUST000177,0,
CUST000178,0,
CUST000179,1,2025-06-01
CUST000180,0,
CUST000181,0,
CUST000182,0,
CUST000183,0,
CUST000184,0,
CUST000185,0,
CUST000186,1,2025-07-01
CUST000187,0,
CUST000188,0,
CUST000189,0,
CUST000190,0,
CUST000191,0,
CUST000192,1,2025-05-01
CUST000193,0,
CUST000194,0,
CUST000195,0,
CUST000196,0,
CUST000197,0,
CUST000198,0,
CUST000199,0,
CUST000200,0,
CUST000201,0,
CUST000202,0,
CUST000203,0,
CUST000204,0,
CUST000205,1,2025-04-01
CUST000206,0,
CUST000207,0,
CUST000208,0,
CUST000209,0,
CUST000210,0,
CUST000211,1,2025-07-01
CUST000212,1,2025-06-01
CUST000213,0,
CUST000214,0,
CUST000215,0,
CUST000216,0,
CUST000217,0,
CUST000218,0,
CUST000219,0,
CUST000220,0,
CUST000221,0,
CUST000222,1,2025-11-01
CUST000223,0,
CUST000224,0,
CUST000225,0,
CUST000226,0,
CUST000227,0,
CUST000228,0,
CUST000229,0,
CUST000230,0,
CUST000231,0,
CUST000232,0,
CUST000233,0,
CUST000234,0,
CUST000235,0,
CUST000236,0,
CUST000237,0,
CUST000238,0,
CUST000239,0,
CUST000240,0,
CUST000241,0,
CUST000242,0,
CUST000243,0,
CUST000244,0,
CUST000245,0,
CUST000246,0,
CUST000247,1,2025-10-01
CUST000248,0,
CUST000249,0,
CUST000250,0,
CUST000251,0,
CUST000252,0,
CUST000253,0,
CUST000254,0,
CUST000255,0,
CUST000256,0,
CUST000257,0,
CUST000258,0,
CUST000259,0,
CUST000260,0,
CUST000261,0,
CUST000262,0,
CUST000263,0,
CUST000264,1,2025-07-01
CUST000265,0,
CUST000266,0,
CUST000267,0,
CUST000268,0,
CUST000269,0,
CUST000270,0,
CUST000271,1,2025-09-01
CUST000272,0,
CUST000273,0,
CUST000274,0,
CUST000275,0,
CUST000276,0,
CUST000277,0,
CUST000278,0,
CUST000279,0,
CUST000280,1,2025-07-01
CUST000281,0,
CUST000282,0,
CUST000283,0,
CUST000284,1,2025-10-01
CUST000285,0,
CUST000286,0,
CUST000287,0,
CUST000288,0,
CUST000289,1,2025-10-01
CUST000290,1,2025-02-01
CUST000291,0,
CUST000292,0,
CUST000293,0,
CUST000294,1,2025-11-01
CUST000295,0,
CUST000296,1,2025-07-01
CUST000297,0,
CUST000298,1,2025-09-01
CUST000299,0,
CUST000300,0,
CUST000301,0,
CUST000302,0,
CUST000303,1,2025-06-01
CUST000304,0,
CUST000305,0,
CUST000306,1,2025-06-01
CUST000307,0,
CUST000308,0,
CUST000309,0,
CUST000310,0,
CUST000311,1,2025-03-01
CUST000312,0,
CUST000313,1,2025-04-01
CUST000314,0,
CUST000315,0,
CUST000316,0,
CUST000317,0,
CUST000318,0,
CUST000319,1,2025-09-01
CUST000320,0,
CUST000321,0,
CUST000322,0,
CUST000323,0,
CUST000324,0,
CUST000325,0,
CUST000326,0,
CUST000327,0,
CUST000328,1,2025-08-01
CUST000329,1,2025-02-01
CUST000330,0,
CUST000331,0,
CUST000332,1,2025-03-01
CUST000333,0,
CUST000334,1,2025-11-01
CUST000335,0,
CUST000336,0,
CUST000337,0,
CUST000338,1,2025-09-01
CUST000339,1,2025-05-01
CUST000340,0,
CUST000341,0,
CUST000342,0,
CUST000343,0,
CUST000344,1,2025-05-01
CUST000345,0,
CUST000346,0,
CUST000347,0,
CUST000348,0,
CUST000349,1,2025-07-01
CUST000350,0,
CUST000351,0,
CUST000352,0,
CUST000353,0,
CUST000354,1,2025-11-01
CUST000355,0,
CUST000356,0,
CUST000357,0,
CUST000358,1,2025-08-01
CUST000359,0,
CUST000360,0,
CUST000361,0,
CUST000362,0,
CUST000363,0,
CUST000364,1,2025-07-01
CUST000365,0,
CUST000366,0,
CUST000367,0,
CUST000368,0,
CUST000369,1,2025-10-01
CUST000370,0,
CUST000371,0,
CUST000372,0,
CUST000373,0,
CUST000374,0,
CUST000375,0,
CUST000376,0,
CUST000377,0,
CUST000378,0,
CUST000379,0,
CUST000380,0,
CUST000381,0,
CUST000382,0,
CUST000383,1,2025-04-01
CUST000384,0,
CUST000385,0,
CUST000386,0,
CUST000387,0,
CUST000388,0,
CUST000389,1,2025-10-01
CUST000390,0,
CUST000391,0,
CUST000392,1,2025-10-01
CUST000393,0,
CUST000394,0,
CUST000395,0,
CUST000396,0,
CUST000397,0,
CUST000398,0,
CUST000399,1,2025-02-01
CUST000400,0,
CUST000401,0,
CUST000402,0,
CUST000403,0,
CUST000404,0,
CUST000405,0,
CUST000406,0,
CUST000407,0,
CUST000408,1,2025-09-01
CUST000409,0,
CUST000410,0,
CUST000411,0,
CUST000412,0,
CUST000413,0,
CUST000414,0,
CUST000415,0,
CUST000416,0,
CUST000417,1,2025-08-01
CUST000418,0,
CUST000419,0,
CUST000420,0,
CUST000421,0,
CUST000422,0,
CUST000423,0,
CUST000424,0,
CUST000425,0,
CUST000426,1,2025-04-01
CUST000427,0,
CUST000428,1,2025-04-01
CUST000429,0,
CUST000430,0,
CUST000431,0,
CUST000432,0,
CUST000433,0,
CUST000434,0,
CUST000435,0,
CUST000436,0,
CUST000437,0,
CUST000438,0,
CUST000439,0,
CUST000440,0,
CUST000441,0,
CUST000442,0,
CUST000443,0,
CUST000444,0,
CUST000445,0,
CUST000446,0,
CUST000447,0,
CUST000448,0,
CUST000449,0,
CUST000450,0,
CUST000451,0,
CUST000452,0,
CUST000453,0,
CUST000454,0,
CUST000455,1,2025-08-01
CUST000456,0,
CUST000457,0,
CUST000458,0,
CUST000459,0,
CUST000460,0,
CUST000461,0,
CUST000462,0,
CUST000463,1,2025-02-01
CUST000464,0,
CUST000465,0,
CUST000466,0,
CUST000467,0,
CUST000468,0,
CUST000469,0,
CUST000470,0,
CUST000471,0,
CUST000472,0,
CUST000473,0,
CUST000474,0,
CUST000475,0,
CUST000476,1,2025-10-01
CUST000477,1,2025-04-01
CUST000478,0,
CUST000479,0,
CUST000480,0,
CUST000481,0,
CUST000482,0,
CUST000483,0,
CUST000484,0,
CUST000485,0,
CUST000486,1,2025-02-01
CUST000487,0,
CUST000488,0,
CUST000489,0,
CUST000490,0,
CUST000491,1,2025-05-01
CUST000492,0,
CUST000493,0,
CUST000494,0,
CUST000495,0,
CUST000496,0,
CUST000497,0,
CUST000498,0,
CUST000499,0,
CUST000500,1,2025-09-01
CUST000501,0,
CUST000502,0,
CUST000503,0,
CUST000504,1,2025-11-01
CUST000505,0,
CUST000506,0,
CUST000507,0,
CUST000508,0,
CUST000509,0,
CUST000510,1,2025-08-01
CUST000511,0,
CUST000512,0,
CUST000513,0,
CUST000514,0,
CUST000515,1,2025-02-01
CUST000516,0,
CUST000517,1,2025-08-01
CUST000518,0,
CUST000519,1,2025-10-01
CUST000520,0,
CUST000521,0,
CUST000522,0,
CUST000523,0,
CUST000524,0,
CUST000525,1,2025-04-01
CUST000526,1,2025-08-01
CUST000527,0,
CUST000528,0,
CUST000529,0,
CUST000530,0,
CUST000531,0,
CUST000532,1,2025-07-01
CUST000533,0,
CUST000534,0,
CUST000535,0,
CUST000536,0,
CUST000537,0,
CUST000538,0,
CUST000539,0,
CUST000540,0,
CUST000541,0,
CUST000542,0,
CUST000543,0,
CUST000544,0,
CUST000545,0,
CUST000546,0,
CUST000547,0,
CUST000548,1,2025-03-01
CUST000549,0,
CUST000550,0,
CUST000551,0,
CUST000552,0,
CUST000553,1,2025-05-01
CUST000554,1,2025-03-01
CUST000555,0,
CUST000556,0,
CUST000557,0,
CUST000558,1,2025-03-01
CUST000559,0,
CUST000560,1,2025-06-01
CUST000561,0,
CUST000562,1,2025-11-01
CUST000563,0,
CUST000564,0,
CUST000565,0,
CUST000566,0,
CUST000567,1,2025-11-01
CUST000568,0,
CUST000569,1,2025-08-01
CUST000570,0,
CUST000571,0,
CUST000572,0,
CUST000573,0,
CUST000574,0,
CUST000575,0,
CUST000576,0,
CUST000577,0,
CUST000578,0,
CUST000579,0,
CUST000580,0,
CUST000581,0,
CUST000582,0,
CUST000583,0,
CUST000584,0,
CUST000585,0,
CUST000586,0,
CUST000587,0,
CUST000588,1,2025-11-01
CUST000589,1,2025-08-01
CUST000590,0,
CUST000591,0,
CUST000592,0,
CUST000593,0,
CUST000594,0,
CUST000595,0,
CUST000596,0,
CUST000597,0,
CUST000598,0,
CUST000599,0,
CUST000600,0,
CUST000601,0,
CUST000602,0,
CUST000603,0,
CUST000604,0,
CUST000605,0,
CUST000606,0,
CUST000607,0,
CUST000608,0,
CUST000609,0,
CUST000610,0,
CUST000611,1,2025-03-01
CUST000612,0,
CUST000613,0,
CUST000614,1,2025-07-01
CUST000615,0,
CUST000616,1,2025-08-01
CUST000617,0,
CUST000618,1,2025-04-01
CUST000619,0,
CUST000620,0,
CUST000621,0,
CUST000622,0,
CUST000623,0,
CUST000624,0,
CUST000625,1,2025-02-01
CUST000626,0,
CUST000627,0,
CUST000628,0,
CUST000629,1,2025-08-01
CUST000630,0,
CUST000631,0,
CUST000632,0,
CUST000633,1,2025-09-01
CUST000634,0,
CUST000635,0,
CUST000636,1,2025-08-01
CUST000637,0,
CUST000638,0,
CUST000639,0,
CUST000640,0,
CUST000641,0,
CUST000642,1,2025-07-01
CUST000643,0,
CUST000644,0,
CUST000645,0,
CUST000646,0,
CUST000647,0,
CUST000648,1,2025-07-01
CUST000649,1,2025-09-01
CUST000650,0,
CUST000651,0,
CUST000652,0,
CUST000653,1,2025-09-01
CUST000654,0,
CUST000655,0,
CUST000656,1,2025-11-01
CUST000657,0,
CUST000658,0,
CUST000659,0,
CUST000660,0,
CUST000661,0,
CUST000662,0,
CUST000663,0,
CUST000664,0,
CUST000665,0,
CUST000666,0,
CUST000667,1,2025-08-01
CUST000668,0,
CUST000669,0,
CUST000670,0,
CUST000671,0,
CUST000672,0,
CUST000673,0,
CUST000674,0,
CUST000675,0,
CUST000676,0,
CUST000677,1,2025-04-01
CUST000678,0,
CUST000679,0,
CUST000680,0,
CUST000681,0,
CUST000682,1,2025-06-01
CUST000683,0,
CUST000684,1,2025-07-01
CUST000685,1,2025-05-01
CUST000686,0,
CUST000687,1,2025-06-01
CUST000688,0,
CUST000689,0,
CUST000690,0,
CUST000691,0,
CUST000692,0,
CUST000693,0,
CUST000694,0,
CUST000695,0,
CUST000696,0,
CUST000697,0,
CUST000698,1,2025-03-01
CUST000699,0,
CUST000700,1,2025-07-01
CUST000701,0,
CUST000702,0,
CUST000703,0,
CUST000704,0,
CUST000705,0,
CUST000706,1,2025-11-01
CUST000707,0,
CUST000708,0,
CUST000709,0,
CUST000710,0,
CUST000711,1,2025-02-01
CUST000712,0,
CUST000713,1,2025-06-01
CUST000714,0,
CUST000715,1,2025-10-01
CUST000716,0,
CUST000717,1,2025-07-01
CUST000718,0,
CUST000719,0,
CUST000720,0,
CUST000721,0,
CUST000722,0,
CUST000723,0,
CUST000724,0,
CUST000725,0,
CUST000726,0,
CUST000727,0,
CUST000728,0,
CUST000729,1,2025-11-01
CUST000730,0,
CUST000731,0,
CUST000732,0,
CUST000733,0,
CUST000734,0,
CUST000735,0,
CUST000736,0,
CUST000737,0,
CUST000738,0,
CUST000739,1,2025-06-01
CUST000740,0,
CUST000741,1,2025-03-01
CUST000742,0,
CUST000743,1,2025-08-01
CUST000744,0,
CUST000745,0,
CUST000746,0,
CUST000747,0,
CUST000748,1,2025-09-01
CUST000749,0,
CUST000750,0,
CUST000751,1,2025-09-01
CUST000752,1,2025-08-01
CUST000753,1,2025-04-01
CUST000754,0,
CUST000755,0,
CUST000756,0,
CUST000757,1,2025-11-01
CUST000758,0,
CUST000759,0,
CUST000760,1,2025-08-01
CUST000761,0,
CUST000762,0,
CUST000763,0,
CUST000764,0,
CUST000765,1,2025-06-01
CUST000766,1,2025-10-01
CUST000767,0,
CUST000768,0,
CUST000769,0,
CUST000770,0,
CUST000771,0,
CUST000772,0,
CUST000773,0,
CUST000774,1,2025-03-01
CUST000775,1,2025-03-01
CUST000776,0,
CUST000777,0,
CUST000778,0,
CUST000779,0,
CUST000780,0,
CUST000781,0,
CUST000782,0,
CUST000783,0,
CUST000784,0,
CUST000785,0,
CUST000786,0,
CUST000787,0,
CUST000788,0,
CUST000789,0,
CUST000790,1,2025-06-01
CUST000791,1,2025-04-01
CUST000792,0,
CUST000793,0,
CUST000794,0,
CUST000795,1,2025-03-01
CUST000796,0,
CUST000797,0,
CUST000798,1,2025-07-01
CUST000799,0,
CUST000800,0,
CUST000801,1,2025-10-01
CUST000802,0,
CUST000803,0,
CUST000804,1,2025-10-01
CUST000805,0,
CUST000806,0,
CUST000807,1,2025-10-01
CUST000808,0,
CUST000809,0,
CUST000810,0,
CUST000811,0,
CUST000812,1,2025-02-01
CUST000813,0,
CUST000814,0,
CUST000815,0,
CUST000816,0,
CUST000817,0,
CUST000818,0,
CUST000819,0,
CUST000820,0,
CUST000821,0,
CUST000822,1,2025-05-01
CUST000823,0,
CUST000824,0,
CUST000825,0,
CUST000826,0,
CUST000827,0,
CUST000828,0,
CUST000829,0,
CUST000830,1,2025-05-01
CUST000831,0,
CUST000832,0,
CUST000833,0,
CUST000834,0,
CUST000835,0,
CUST000836,0,
CUST000837,0,
CUST000838,0,
CUST000839,0,
CUST000840,0,
CUST000841,0,
CUST000842,0,
CUST000843,0,
CUST000844,0,
CUST000845,1,2025-04-01
CUST000846,0,
CUST000847,1,2025-10-01
CUST000848,0,
CUST000849,0,
CUST000850,0,
CUST000851,0,
CUST000852,0,
CUST000853,0,
CUST000854,0,
CUST000855,0,
CUST000856,0,
CUST000857,0,
CUST000858,0,
CUST000859,0,
CUST000860,0,
CUST000861,0,
CUST000862,0,
CUST000863,0,
CUST000864,0,
CUST000865,0,
CUST000866,0,
CUST000867,1,2025-07-01
CUST000868,1,2025-03-01
CUST000869,0,
CUST000870,1,2025-08-01
CUST000871,0,
CUST000872,1,2025-04-01
CUST000873,1,2025-06-01
CUST000874,0,
CUST000875,0,
CUST000876,0,
CUST000877,0,
CUST000878,0,
CUST000879,1,2025-04-01
CUST000880,0,
CUST000881,0,
CUST000882,0,
CUST000883,0,
CUST000884,0,
CUST000885,0,
CUST000886,1,2025-05-01
CUST000887,0,
CUST000888,0,
CUST000889,0,
CUST000890,0,
CUST000891,0,
CUST000892,1,2025-06-01
CUST000893,0,
CUST000894,0,
CUST000895,0,
CUST000896,1,2025-03-01
CUST000897,0,
CUST000898,1,2025-04-01
CUST000899,1,2025-06-01
CUST000900,0,
CUST000901,0,
CUST000902,0,
CUST000903,0,
CUST000904,0,
CUST000905,0,
CUST000906,1,2025-02-01
CUST000907,1,2025-11-01
CUST000908,0,
CUST000909,0,
CUST000910,0,
CUST000911,1,2025-10-01
CUST000912,0,
CUST000913,0,
CUST000914,0,
CUST000915,1,2025-04-01
CUST000916,0,
CUST000917,0,
CUST000918,0,
CUST000919,0,
CUST000920,0,
CUST000921,0,
CUST000922,0,
CUST000923,0,
CUST000924,0,
CUST000925,0,
CUST000926,0,
CUST000927,0,
CUST000928,1,2025-10-01
CUST000929,0,
CUST000930,0,
CUST000931,0,
CUST000932,1,2025-07-01
CUST000933,0,
CUST000934,0,
CUST000935,0,
CUST000936,0,
CUST000937,0,
CUST000938,1,2025-09-01
CUST000939,0,
CUST000940,0,
CUST000941,0,
CUST000942,0,
CUST000943,0,
CUST000944,0,
CUST000945,1,2025-11-01
CUST000946,0,
CUST000947,0,
CUST000948,0,
CUST000949,0,
CUST000950,1,2025-03-01
CUST000951,0,
CUST000952,0,
CUST000953,0,
CUST000954,0,
CUST000955,0,
CUST000956,0,
CUST000957,0,
CUST000958,0,
CUST000959,0,
CUST000960,0,
CUST000961,1,2025-09-01
CUST000962,0,
CUST000963,0,
CUST000964,0,
CUST000965,0,
CUST000966,1,2025-10-01
CUST000967,0,
CUST000968,0,
CUST000969,0,
CUST000970,1,2025-04-01
CUST000971,0,
CUST000972,0,
CUST000973,1,2025-02-01
CUST000974,0,
CUST000975,1,2025-11-01
CUST000976,0,
CUST000977,0,
CUST000978,0,
CUST000979,0,
CUST000980,0,
CUST000981,1,2025-07-01
CUST000982,1,2025-10-01
CUST000983,1,2025-06-01
CUST000984,0,
CUST000985,0,
CUST000986,0,
CUST000987,0,
CUST000988,1,2025-05-01
CUST000989,1,2025-03-01
CUST000990,0,
CUST000991,0,
CUST000992,0,
CUST000993,0,
CUST000994,0,
CUST000995,1,2025-10-01
CUST000996,1,2025-09-01
CUST000997,0,
CUST000998,0,
CUST000999,0,
CUST001000,0,
CUST001001,0,
CUST001002,0,
CUST001003,0,
CUST001004,0,
CUST001005,0,
CUST001006,0,
CUST001007,0,
CUST001008,0,
CUST001009,0,
CUST001010,0,
CUST001011,0,
CUST001012,0,
CUST001013,0,
CUST001014,1,2025-05-01
CUST001015,1,2025-10-01
CUST001016,0,
CUST001017,0,
CUST001018,0,
CUST001019,0,
CUST001020,1,2025-11-01
CUST001021,0,
CUST001022,0,
CUST001023,1,2025-11-01
CUST001024,0,
CUST001025,0,
CUST001026,1,2025-07-01
CUST001027,0,
CUST001028,1,2025-09-01
CUST001029,1,2025-03-01
CUST001030,0,
CUST001031,0,
CUST001032,0,
CUST001033,0,
CUST001034,1,2025-10-01
CUST001035,0,
CUST001036,0,
CUST001037,0,
CUST001038,0,
CUST001039,0,
CUST001040,0,
CUST001041,0,
CUST001042,0,
CUST001043,0,
CUST001044,1,2025-10-01
CUST001045,1,2025-06-01
CUST001046,0,
CUST001047,0,
CUST001048,0,
CUST001049,0,
CUST001050,0,
CUST001051,0,
CUST001052,1,2025-09-01
CUST001053,0,
CUST001054,0,
CUST001055,0,
CUST001056,0,
CUST001057,0,
CUST001058,0,
CUST001059,0,
CUST001060,0,
CUST001061,0,
CUST001062,0,
CUST001063,0,
CUST001064,0,
CUST001065,1,2025-03-01
CUST001066,0,
CUST001067,0,
CUST001068,1,2025-02-01
CUST001069,0,
CUST001070,0,
CUST001071,1,2025-05-01
CUST001072,0,
CUST001073,1,2025-09-01
CUST001074,0,
CUST001075,0,
CUST001076,0,
CUST001077,0,
CUST001078,1,2025-08-01
CUST001079,1,2025-09-01
CUST001080,0,
CUST001081,0,
CUST001082,1,2025-05-01
CUST001083,0,
CUST001084,0,
CUST001085,0,
CUST001086,0,
CUST001087,0,
CUST001088,0,
CUST001089,0,
CUST001090,0,
CUST001091,0,
CUST001092,0,
CUST001093,0,
CUST001094,1,2025-05-01
CUST001095,0,
CUST001096,0,
CUST001097,0,
CUST001098,0,
CUST001099,0,
CUST001100,0,
CUST001101,0,
CUST001102,1,2025-06-01
CUST001103,0,
CUST001104,0,
CUST001105,0,
CUST001106,0,
CUST001107,0,
CUST001108,0,
CUST001109,0,
CUST001110,0,
CUST001111,0,
CUST001112,0,
CUST001113,0,
CUST001114,0,
CUST001115,0,
CUST001116,0,
CUST001117,0,
CUST001118,0,
CUST001119,0,
CUST001120,1,2025-06-01
CUST001121,0,
CUST001122,0,
CUST001123,0,
CUST001124,1,2025-10-01
CUST001125,0,
CUST001126,0,
CUST001127,0,
CUST001128,0,
CUST001129,0,
CUST001130,0,
CUST001131,1,2025-08-01
CUST001132,1,2025-04-01
CUST001133,0,
CUST001134,0,
CUST001135,0,
CUST001136,1,2025-03-01
CUST001137,0,
CUST001138,0,
CUST001139,0,
CUST001140,1,2025-10-01
CUST001141,0,
CUST001142,0,
CUST001143,0,
CUST001144,0,
CUST001145,0,
CUST001146,0,
CUST001147,0,
CUST001148,0,
CUST001149,0,
CUST001150,0,
CUST001151,0,
CUST001152,0,
CUST001153,0,
CUST001154,1,2025-10-01
CUST001155,1,2025-07-01
CUST001156,0,
CUST001157,0,
CUST001158,0,
CUST001159,0,
CUST001160,1,2025-05-01
CUST001161,1,2025-04-01
CUST001162,0,
CUST001163,0,
CUST001164,0,
CUST001165,0,
CUST001166,0,
CUST001167,0,
CUST001168,0,
CUST001169,0,
CUST001170,0,
CUST001171,0,
CUST001172,0,
CUST001173,0,
CUST001174,0,
CUST001175,0,
CUST001176,1,2025-08-01
CUST001177,0,
CUST001178,1,2025-09-01
CUST001179,0,
CUST001180,0,
CUST001181,0,
CUST001182,0,
CUST001183,0,
CUST001184,0,
CUST001185,0,
CUST001186,0,
CUST001187,0,
CUST001188,0,
CUST001189,1,2025-02-01
CUST001190,0,
CUST001191,0,
CUST001192,0,
CUST001193,0,
CUST001194,0,
CUST001195,0,
CUST001196,0,
CUST001197,0,
CUST001198,0,
CUST001199,0,
CUST001200,0,
CUST001201,0,
CUST001202,0,
CUST001203,0,
CUST001204,0,
CUST001205,0,
CUST001206,0,
CUST001207,1,2025-07-01
CUST001208,0,
CUST001209,0,
CUST001210,0,
CUST001211,0,
CUST001212,1,2025-04-01
CUST001213,0,
CUST001214,0,
CUST001215,1,2025-05-01
CUST001216,1,2025-08-01
CUST001217,0,
CUST001218,0,
CUST001219,0,
CUST001220,0,
CUST001221,0,
CUST001222,0,
CUST001223,0,
CUST001224,0,
CUST001225,1,2025-09-01
CUST001226,0,
CUST001227,0,
CUST001228,0,
CUST001229,0,
CUST001230,0,
CUST001231,1,2025-08-01
CUST001232,0,
CUST001233,0,
CUST001234,0,
CUST001235,0,
CUST001236,0,
CUST001237,0,
CUST001238,0,
CUST001239,0,
CUST001240,0,
CUST001241,0,
CUST001242,0,
CUST001243,1,2025-04-01
CUST001244,1,2025-10-01
CUST001245,0,
CUST001246,1,2025-03-01
CUST001247,0,
CUST001248,0,
CUST001249,0,
CUST001250,0,
CUST001251,0,
CUST001252,0,
CUST001253,0,
CUST001254,0,
CUST001255,0,
CUST001256,1,2025-06-01
CUST001257,0,
CUST001258,0,
CUST001259,0,
CUST001260,1,2025-08-01
CUST001261,0,
CUST001262,0,
CUST001263,0,
CUST001264,0,
CUST001265,0,
CUST001266,1,2025-11-01
CUST001267,0,
CUST001268,0,
CUST001269,1,2025-07-01
CUST001270,0,
CUST001271,0,
CUST001272,0,
CUST001273,0,
CUST001274,0,
CUST001275,0,
CUST001276,1,2025-03-01
CUST001277,0,
CUST001278,0,
CUST001279,0,
CUST001280,0,
CUST001281,0,
CUST001282,0,
CUST001283,0,
CUST001284,0,
CUST001285,0,
CUST001286,0,
CUST001287,0,
CUST001288,0,
CUST001289,1,2025-04-01
CUST001290,0,
CUST001291,0,
CUST001292,0,
CUST001293,0,
CUST001294,0,
CUST001295,1,2025-09-01
CUST001296,0,
CUST001297,0,
CUST001298,0,
CUST001299,0,
CUST001300,0,
CUST001301,0,
CUST001302,0,
CUST001303,0,
CUST001304,1,2025-02-01
CUST001305,0,
CUST001306,0,
CUST001307,0,
CUST001308,0,
CUST001309,0,
CUST001310,0,
CUST001311,0,
CUST001312,0,
CUST001313,0,
CUST001314,0,
CUST001315,0,
CUST001316,0,
CUST001317,0,
CUST001318,0,
CUST001319,0,
CUST001320,0,
CUST001321,0,
CUST001322,0,
CUST001323,0,
CUST001324,0,
CUST001325,0,
CUST001326,0,
CUST001327,0,
CUST001328,0,
CUST001329,0,
CUST001330,0,
CUST001331,1,2025-06-01
CUST001332,0,
CUST001333,1,2025-06-01
CUST001334,1,2025-09-01
CUST001335,0,
CUST001336,0,
CUST001337,0,
CUST001338,1,2025-06-01
CUST001339,0,
CUST001340,0,
CUST001341,0,
CUST001342,0,
CUST001343,0,
CUST001344,0,
CUST001345,0,
CUST001346,0,
CUST001347,1,2025-08-01
CUST001348,0,
CUST001349,0,
CUST001350,0,
CUST001351,0,
CUST001352,1,2025-05-01
CUST001353,0,
CUST001354,0,
CUST001355,1,2025-11-01
CUST001356,0,
CUST001357,0,
CUST001358,0,
CUST001359,0,
CUST001360,0,
CUST001361,0,
CUST001362,0,
CUST001363,1,2025-11-01
CUST001364,0,
CUST001365,0,
CUST001366,0,
CUST001367,0,
CUST001368,0,
CUST001369,0,
CUST001370,0,
CUST001371,0,
CUST001372,0,
CUST001373,0,
CUST001374,0,
CUST001375,0,
CUST001376,0,
CUST001377,1,2025-08-01
CUST001378,0,
CUST001379,0,
CUST001380,0,
CUST001381,0,
CUST001382,1,2025-02-01
CUST001383,0,
CUST001384,0,
CUST001385,0,
CUST001386,0,
CUST001387,0,
CUST001388,0,
CUST001389,0,
CUST001390,0,
CUST001391,0,
CUST001392,0,
CUST001393,0,
CUST001394,0,
CUST001395,0,
CUST001396,0,
CUST001397,0,
